store_id,store_name,address_pref,address_city,address_town,address_full,lat,lng,phone,source_type,created_at,q1_child_chair,q2_stroller_usage,q3_child_friendly,q4_comment,genre,nearest_station
ST00103,鳥貴族 鵜の木店,東京都,大田区,鵜の木,東京都大田区鵜の木2丁目15−3 スーパーガーデン 3F,35.5752361,139.6802502,03-6715-4133,admin,2025/3/2,available,unknown,unknown,子ども椅子あり（種類未確認）,居酒屋,鵜の木
ST00119,ボンダイカフェ ,東京都,港区,南麻布,東京都港区南麻布5丁目15-9 バルビゾン70 1F,35.65162576,139.7228802,,admin,2025/3/2,available,available,unknown,子ども椅子あり（種類未確認）,カフェ・スイーツ,広尾
ST00120,Homework's 広尾店,東京都,渋谷区,広尾,東京都渋谷区広尾5丁目1−20,35.65027837,139.7200472,,admin,2025/3/2,available,unknown,unknown,子ども椅子あり（種類未確認）,その他,広尾
ST00122,丸亀製麺 池上,東京都,大田区,池上,東京都大田区池上6丁目3−3,35.5722575,139.7021941,03-3752-7116,admin,2025/3/12,available,available,family_friendly,ハイチェアあり,うどん・そば,池上
ST00124,麹食堂 うーたん,東京都,大田区,池上,東京都大田区池上1丁目31−1,35.5761087,139.708247,070-9027-0891,admin,2025/3/12,unknown,available,unknown,入口に2段の階段あり,丼・定食,池上
ST00126,ステーキハウスBLACK PEARL,東京都,大田区,池上,東京都大田区池上6丁目6−2 黄金ビル 1F 1F,35.5718263,139.7043459,03-6410-2262,admin,2025/3/12,unknown,available,unknown,,ステーキ・鉄板料理,池上
ST00128,下町もんじゃ 狼坂,東京都,大田区,池上,東京都大田区池上4丁目27−14 四丁目ビル 101,35.5740763,139.7036024,03-5755-3315,admin,2025/3/12,unknown,available,unknown,,お好み焼き・粉もの,池上
ST00129,S'allier,東京都,大田区,池上,東京都大田区池上6丁目6−11,35.5717759,139.7054288,03-5728-9292,admin,2025/3/12,unknown,available,unknown,中学生未満・ベビーカー利用は貸切時のみ対応可,ビストロ・フレンチ,池上
ST00138,ピッツェリア エッセカ,東京都,大田区,池上,東京都大田区池上4丁目28−14,35.5744323,139.7044003,03-6410-2722,admin,2025/3/12,unknown,available,unknown,,イタリアン,池上
ST00141,FRIEND MONSTER,東京都,大田区,池上,東京都大田区池上4丁目16−8,35.5735732,139.7061955,090-4212-5102,admin,2025/3/12,unknown,available,unknown,,ダイニング・バー,池上
ST00143,RE.beer,東京都,大田区,池上,東京都大田区池上4丁目31−16,35.5731187,139.7040113,03-6410-6778,admin,2025/3/12,unknown,available,unknown,,居酒屋,池上
ST00144,カレーだしっ!,東京都,大田区,池上,東京都大田区池上3丁目40−25,35.5731191,139.7016528,03-6410-2400,admin,2025/3/12,none,available,unknown,,カレー,池上
ST00145,ユース軒,東京都,大田区,池上,東京都大田区池上6丁目6−8 ライズ池上 1F,35.5718839,139.705228,03-6772-2216,admin,2025/3/12,available,none,unknown,子ども椅子あり（種類未確認）,ラーメン,池上
ST00146,ヒトナミ,東京都,大田区,池上,東京都大田区池上3丁目12−10 1F,35.5751458,139.7032629,03-4363-8188,admin,2025/3/12,unknown,available,family_friendly,おむつ交換台あり,カフェ・スイーツ,池上
ST00147,池上もんじゃ 月島,東京都,大田区,池上,東京都大田区池上4丁目31−4,35.5737659,139.7048379,070-9022-2736,admin,2025/3/12,unknown,available,family_friendly,キッズスペースあり,お好み焼き・粉もの,池上
ST00150,しぶそば 池上店,東京都,大田区,池上,東京都大田区池上6丁目3−10 エトモ池上店 2F,35.5719373,139.7033271,03-6410-3331,admin,2025/3/12,unknown,available,unknown,,うどん・そば,池上
ST00152,Italian Kitchen VANSAN 池上店,東京都,大田区,池上,東京都大田区池上6丁目4−10 双葉ハイム,35.5720517,139.7046396,03-6410-9808,admin,2025/3/12,available,unknown,family_friendly,子ども椅子あり（種類未確認）／おむつ交換台あり／キッズスペースあり,イタリアン,池上
ST00154,ガーデンレストラン 人形町 今半 池上本門寺店,東京都,大田区,池上,東京都大田区池上1丁目2−1 大本山池上本門寺朗峰会館 1F,35.5802662,139.7060852,03-6410-3681,admin,2025/3/12,available,unknown,family_friendly,子ども椅子あり（種類未確認）／ベビーベッドあり,鍋,西馬込
ST00157,古民家カフェ蓮月,東京都,大田区,池上,東京都大田区池上2丁目20−11,35.5772403,139.7038028,03-6410-5469,admin,2025/3/12,unknown,available,unknown,,カフェ・スイーツ,池上
ST00162,焼鳥と鰻の店 すみれ 池上店,東京都,大田区,池上,東京都大田区池上6丁目1−3 三信池上ビル 1F,35.5728973,139.7039515,050-1705-8025,admin,2025/3/12,unknown,available,unknown,,居酒屋,池上
ST00163,トラットリア ロッソーレ,東京都,大田区,池上,東京都大田区池上4丁目32−5 小林ビル 1F,35.5736704,139.7041888,03-6755-6900,admin,2025/3/12,unknown,available,unknown,,イタリアン,池上
ST00165,ヒマラヤ,東京都,大田区,池上,東京都大田区池上5丁目11−9,35.57335,139.706443,03-6410-6668,admin,2025/3/12,unknown,available,unknown,,カレー,池上
ST00172,池上Sumika,東京都,大田区,池上,東京都大田区池上6丁目2−5,35.572531,139.702454,03-5747-5666,admin,2025/3/12,unknown,available,unknown,,居酒屋,池上
ST00174,椿屋珈琲 池上店,東京都,大田区,池上,東京都大田区池上6丁目5−10 アクスル池上,35.5722128,139.7052875,03-5747-4033,admin,2025/3/12,none,available,unknown,,カフェ・スイーツ,池上
ST00179,Re 楽酒,東京都,大田区,池上,東京都大田区池上5丁目13−5 堀口ビル,35.5719181,139.7055342,03-3753-6106,admin,2025/3/12,unknown,available,unknown,,居酒屋,池上
ST00180,ロサニ,東京都,大田区,池上,東京都大田区池上6丁目5−9 ラトゥール池上 101,35.57203,139.7050786,03-5700-1556,admin,2025/3/12,unknown,available,unknown,,カレー,池上
ST00183,中国ラーメン揚州商人 池上店,東京都,大田区,池上,東京都大田区池上6丁目8−7 カレリアビル 1F,35.5716986,139.7030439,03-3751-2202,admin,2025/3/12,unknown,available,unknown,,ラーメン,池上
ST00185,ステーキハウスB&M 池上店,東京都,大田区,池上,東京都大田区池上3丁目41−8,35.5731527,139.7035129,03-3752-9177,admin,2025/3/12,available,unknown,unknown,子ども椅子あり（種類未確認）,ステーキ・鉄板料理,池上
ST00189,道そ神,東京都,大田区,池上,東京都大田区池上4丁目31−20,35.5735715,139.7043084,03-3751-8639,admin,2025/3/12,unknown,available,unknown,,居酒屋,池上
ST00193,十番,東京都,大田区,池上,東京都大田区池上6丁目5−3,35.5725124,139.7050456,03-3751-1004,admin,2025/3/12,unknown,available,unknown,,中華,池上
ST00197,カプリチョーザ 池上店,東京都,大田区,池上,東京都大田区池上3丁目40−2 金峯ビル 1F,35.573419,139.701813,03-3751-9484,admin,2025/3/12,available,unknown,family_friendly,子ども椅子あり（種類未確認）／子ども用食器あり／離乳食持ち込み可／ミルク用お湯あり,イタリアン,池上
ST00212,ら京 池上店,東京都,大田区,池上,東京都大田区池上3丁目40−26 1F,35.5732178,139.7017119,03-6410-5254,admin,2025/3/12,available,available,family_friendly,ハイチェア4脚／バンボ1台／子ども用食器あり,居酒屋,池上
ST00217,牛角 池上店,東京都,大田区,池上,東京都大田区池上6丁目1−3 三信池上ビル 2F,35.5728973,139.7039515,03-5747-3429,admin,2025/3/12,unknown,available,unknown,,焼肉,池上
ST00231,香港飲茶 唐朝,東京都,大田区,池上,東京都大田区池上7丁目6−4,35.5721697,139.7007884,03-6681-3639,admin,2025/3/12,unknown,available,unknown,,中華,池上
ST00240,池上本門寺 お休み処,東京都,大田区,池上,東京都大田区池上1丁目1−2−1,35.5793131,139.7047687,03-6410-2421,admin,2025/3/12,unknown,available,unknown,,カフェ・スイーツ,池上
ST00251,酒場ほあんよん 池上店,東京都,大田区,池上,東京都大田区池上6丁目2−29,35.5727161,139.701726,03-5755-3887,admin,2025/3/12,unknown,available,unknown,,居酒屋,池上
ST00257,菜香楼,東京都,大田区,池上,東京都大田区池上3丁目41−11 成安ビル,35.5730218,139.7033406,03-5700-3156,admin,2025/3/12,unknown,available,unknown,,中華,池上
ST00267,くら寿司 プラス型店舗 アトレ大森,東京都,大田区,大森北,東京都大田区大森北1丁目6−16 アトレ大森 5F,35.5885212,139.728228,03-6459-6108,admin,2025/4/17,available,available,family_friendly,固定式の椅子あり,寿司,大森
ST00268,パスタバル ドンピノキオ 大森店,東京都,大田区,大森北,東京都大田区大森北1丁目11−11,35.586615,139.7288032,03-6404-9869,admin,2025/4/17,available,available,unknown,固定式の椅子あり,イタリアン,大森
ST00269,Soup Stock Tokyo アトレ大森店,東京都,大田区,大森北,東京都大田区大森北1丁目6−16 JR大森駅 アトレ大森1F,35.5880846,139.7280071,03-3764-9611,admin,2025/4/17,available,available,neutral,ハイチェア（ベルト付き）あり,カフェ・スイーツ,大森
ST00270,BON WORLD BUFFET,東京都,大田区,大森北,東京都大田区大森北1丁目1−2 YK-15ビル 2F,35.5892224,139.7292387,03-6423-1203,admin,2025/4/17,available,available,family_friendly,ハイチェア（ベルトなし）多数,その他,大森
ST00271,カプリチョーザピッツァ＆ビュッフェ アトレ大森店,東京都,大田区,大森北,東京都大田区大森北1丁目6−16 アトレ大森 5F,35.5877885,139.7279834,03-5753-4311,admin,2025/4/17,available,available,family_friendly,ハイチェアあり,イタリアン,大森
ST00272,サイゼリヤ 大森東口店,東京都,大田区,大森北,東京都大田区大森北1丁目8−8 2icot大森 B1F,35.5868074,139.7276024,03-5767-9211,admin,2025/4/17,available,available,family_friendly,ハイチェアあり,ファミレス,大森
ST00273,ビッグボーイ 大森駅前店,東京都,大田区,大森北,東京都大田区大森北1丁目2−4,35.5876397,139.7292978,03-5753-0660,admin,2025/4/17,available,available,family_friendly,ハイチェア（ベルト付き）多数,ファミレス,大森
ST00274,マクドナルド アトレ大森店,東京都,大田区,大森北,東京都大田区大森北1丁目6−16,35.5882763,139.727557,03-5763-5183,admin,2025/4/17,available,available,family_friendly,ハイチェアあり,ファストフード,大森
ST00275,マクドナルド 大森北店,東京都,大田区,大森北,東京都大田区大森北3丁目2−16,35.5840515,139.730749,03-6410-8224,admin,2025/4/17,available,available,family_friendly,ハイチェアあり／キッズスペースあり,ファストフード,大森海岸
ST00276,家族亭 大森店,東京都,大田区,大森北,東京都大田区大森北1丁目6−16 アトレ大森 5F,35.5885212,139.728228,03-3764-3227,admin,2025/4/17,available,available,family_friendly,ハイチェアあり,うどん・そば,大森
ST00277,銀座ハゲ天 アトレ大森店,東京都,大田区,大森北,東京都大田区大森北1丁目6−16 アトレ大森 5F,35.5879628,139.7279168,03-3764-3230,admin,2025/4/17,available,available,family_friendly,ハイチェアあり,和食,大森
ST00278,麻布茶房 アトレ大森,東京都,大田区,大森北,東京都大田区大森北1丁目6−16 アトレ大森 5F,35.5879961,139.7281517,03-5753-4404,admin,2025/4/17,available,available,family_friendly,ハイチェアあり,カフェ・スイーツ,大森
ST00279,リンガーハット 大森店,東京都,大田区,大森北,東京都大田区大森北1丁目3−8 地研ブリューエン ビル 1F,35.5874036,139.7287742,03-5764-5027,admin,2025/4/17,available,available,family_friendly,ハイチェア（ベルトなし）2脚,その他,大森
ST00280,横浜ラーメン 響家,東京都,大田区,大森北,東京都大田区大森北1丁目4−10 大森駅前共同ビル 1F,35.5879606,139.7284638,,admin,2025/4/17,available,unknown,unknown,ハイチェアあり,ラーメン,大森
ST00281,グランディール アトレ大森店,東京都,大田区,大森北,東京都大田区大森北1丁目6−16 アトレ大森 3F,35.5885212,139.728228,03-6404-8894,admin,2025/4/17,none,available,neutral,,カフェ・スイーツ,大森
ST00282,三宅料理店,東京都,大田区,大森北,東京都大田区大森北1丁目16−8 第16大協ビル 1F,35.5862751,139.7298306,03-6423-0337,admin,2025/4/17,none,unknown,neutral,小学生以下は貸切時のみ利用可,ビストロ・フレンチ,大森
ST00293,スターバックス コーヒー アトレ大森店(2F),東京都,大田区,大森北,東京都大田区大森北1丁目6−16 アトレ大森 2F,35.588408,139.7281232,03-5767-9972,admin,2025/4/17,none,available,not_recommended,,カフェ・スイーツ,大森
ST00296,ロイヤルホスト大森北店,東京都,大田区,大森北,東京都大田区大森北2丁目20−9,35.5847147,139.7358115,03-3766-2236,admin,2025/4/17,available,none,family_friendly,子ども椅子あり（種類未確認）／ベビーカー預ける／2階店舗／階段のみ,ファミレス,大森海岸
ST00297,ウッフ大森店,東京都,大田区,大森北,東京都大田区大森北2丁目13−1,35.586662,139.7326772,03-5767-0223,admin,2025/4/17,available,available,family_friendly,子ども椅子あり（種類未確認）／フードコート内,カフェ・スイーツ,大森海岸
ST00298,サーティワンアイスクリーム 大森イトーヨーカドー店,東京都,大田区,大森北,東京都大田区大森北2丁目13−1 イトーヨーカドー大森 店3F,35.586698,139.732679,03-5767-1331,admin,2025/4/17,available,available,family_friendly,子ども椅子あり（種類未確認）／フードコート内,カフェ・スイーツ,大森海岸
ST00299,デニーズ大森北店,東京都,大田区,大森北,東京都大田区大森北4丁目10−5,35.5845613,139.7304782,080-3457-3991,admin,2025/4/17,available,available,family_friendly,子ども椅子あり（種類未確認）,ファミレス,大森
ST00300,ペッパーランチ イトーヨーカドー大森店,東京都,大田区,大森北,東京都大田区大森北2丁目13−1,35.5870251,139.732667,03-3763-9229,admin,2025/4/17,available,available,family_friendly,子ども椅子あり（種類未確認）／フードコート内,ステーキ・鉄板料理,大森海岸
ST00301,ポッポ 大森店,東京都,大田区,大森北,東京都大田区大森北2丁目13−1 イトーヨーカドー内,35.5865027,139.73311,03-5762-0111,admin,2025/4/17,available,available,family_friendly,子ども椅子あり（種類未確認）,ファストフード,大森海岸
ST00302,マクドナルド 大森イトーヨーカドー店,東京都,大田区,大森北,東京都大田区大森北2丁目13−1,35.5867991,139.7326869,03-5767-1117,admin,2025/4/17,available,available,family_friendly,子ども椅子あり（種類未確認）／フードコート内,ファストフード,大森海岸
ST00303,リンガーハット イトーヨーカドー大森店,東京都,大田区,大森北,東京都大田区大森北2丁目13−1 イトーヨーカドー大森 3F フードコート,35.5868913,139.7327345,03-6450-0663,admin,2025/4/17,available,available,family_friendly,子ども椅子あり（種類未確認）／フードコート内,その他,大森海岸
ST00304,牛角焼肉食堂 イトーヨーカドー大森店,東京都,大田区,大森北,東京都大田区大森北2丁目13−1,35.5867358,139.7327659,03-6404-8629,admin,2025/4/17,available,available,family_friendly,子ども椅子あり（種類未確認）／フードコート内,焼肉,大森海岸
ST00305,江戸前うなぎ かわ祥 アトレ大森店,東京都,大田区,大森北,東京都大田区大森北1丁目6−16 アトレ大森 5F,35.5881177,139.7282276,03-6436-8777,admin,2025/4/17,available,available,family_friendly,子ども椅子あり（種類未確認）,和食,大森
ST00306,東京餃子軒イトーヨーカドー大森店,東京都,大田区,大森北,東京都大田区大森北2丁目13−1 3F フードコート,35.5866008,139.7328274,03-6410-8120,admin,2025/4/17,available,available,family_friendly,子ども椅子あり（種類未確認）／フードコート内,中華,大森海岸
ST00307,讃岐製麺 麦まる 大森イトーヨーカドー店,東京都,大田区,大森北,東京都大田区大森北2丁目13−1 イトーヨーカドー大森3Fフードコート,35.5870187,139.7329614,03-3298-0617,admin,2025/4/17,available,available,family_friendly,子ども椅子あり（種類未確認）／フードコート内,うどん・そば,大森海岸
ST00308,スシロー 大森駅前店,東京都,大田区,大森北,東京都大田区大森北1丁目4−7 TK大森ビル 2F,35.5875608,139.7281766,03-5767-8731,admin,2025/4/17,available,unknown,family_friendly,子ども椅子あり（種類未確認）,寿司,大森
ST00309,喜多方ラーメン坂内 大森東口店,東京都,大田区,大森北,東京都大田区大森北1丁目11−18 大森ハウス,35.5869154,139.7282011,03-3762-7537,admin,2025/4/17,none,available,unknown,,ラーメン,大森
ST00310,牛繁 大森店,東京都,大田区,大森北,東京都大田区大森北1丁目3−8 地研ブリューエン ビル 2F,35.5873816,139.7288241,03-5767-4929,admin,2025/4/17,available,available,unknown,子ども椅子あり（種類未確認）,焼肉,大森
ST00311,中国料理 菜香園 大森店,東京都,大田区,大森北,東京都大田区大森北3丁目42−1 メゾンシミズ 1F,35.584177,139.7355478,03-3763-6328,admin,2025/4/17,available,available,unknown,子ども椅子あり（種類未確認）,中華,大森海岸
ST00312,大阪王将 平和島店,東京都,大田区,大森北,東京都大田区大森北6丁目23−22,35.5793915,139.7283144,03-5764-5400,admin,2025/4/17,available,available,unknown,子ども椅子あり（種類未確認）,中華,平和島
ST00313,黒毛和牛一頭買焼肉 醍醐 大森店,東京都,大田区,大森北,東京都大田区大森北1丁目10−14 ＬＵＺ大森 3F,35.5864891,139.7282409,03-3768-1129,admin,2025/4/17,available,available,family_friendly,ハイチェアあり／おむつ交換台あり（1Fトイレ）／店内に大きな段差あり,焼肉,大森
ST00314,モスバーガー 大森北店,東京都,大田区,大森北,東京都大田区大森北1丁目30−1,35.5862977,139.7276448,03-3766-2006,admin,2025/4/17,available,unknown,unknown,子ども椅子あり（種類未確認）,ファストフード,大森
ST00315,モスバーガー平和島駅前店,東京都,大田区,大森北,東京都大田区大森北6丁目27−3 伊東ビル 1F,35.5785246,139.7345668,03-5753-7610,admin,2025/4/17,available,unknown,unknown,子ども椅子あり（種類未確認）,ファストフード,平和島
ST00316,屋台屋 博多劇場 大森店,東京都,大田区,大森北,東京都大田区大森北1丁目35−1 大西ビル 1F,35.5866479,139.7270771,03-6423-1155,admin,2025/4/17,available,unknown,unknown,子ども椅子あり（種類未確認）,居酒屋,大森
ST00317,海鮮処寿し常 アトレ大森店,東京都,大田区,大森北,東京都大田区大森北1丁目6−16 アトレ大森 5F,35.5880523,139.7280017,03-3768-7641,admin,2025/4/17,available,available,family_friendly,ハイチェアあり,寿司,大森
ST00318,吉野家 大森店,東京都,大田区,大森北,東京都大田区大森北1丁目7−6,35.58693,139.727,03-5763-8088,admin,2025/4/17,available,unknown,unknown,子ども椅子あり（種類未確認）,丼・定食,大森
ST00319,吉野家 平和島店,東京都,大田区,大森北,東京都大田区大森北3丁目39−18,35.5814295,139.7361408,,admin,2025/4/17,available,unknown,unknown,子ども椅子あり（種類未確認）,丼・定食,平和島
ST00320,大森ホルモン まるみち,東京都,大田区,大森北,東京都大田区大森北1丁目27−3,35.5852829,139.7286784,03-5762-2188,admin,2025/4/17,available,unknown,unknown,子ども椅子2脚（種類未確認）,焼肉,大森
ST00325,焼肉きんぐ アトレ大森店,東京都,大田区,大森北,東京都大田区大森北1丁目6−16 アトレ大森2 4F,35.5875452,139.7275625,050-1721-8058,admin,2025/4/17,unknown,available,family_friendly,おむつ交換台あり,焼肉,大森
ST00326,しゃぶ葉 大森駅前店,東京都,大田区,大森北,東京都大田区大森北1丁目2−2 福和ビル 2F,35.5878837,139.7289407,03-5753-1812,admin,2025/4/17,unknown,unknown,family_friendly,おむつ交換台あり,ファミレス,大森
ST00331,135酒場 大森店,東京都,大田区,大森北,東京都大田区大森北1丁目29−11,35.5859162,139.7281977,050-5485-6552,admin,2025/4/17,unknown,available,unknown,,居酒屋,大森
ST00332,24時間 餃子酒場 大森店,東京都,大田区,大森北,東京都大田区大森北1丁目8−10 陳ビル1F,35.586581,139.727629,03-5763-5518,admin,2025/4/17,unknown,available,unknown,離乳食持ち込み可,居酒屋,大森
ST00333,BISTRO COMFY ビストロ コンフィ,東京都,大田区,大森北,東京都大田区大森北1丁目11−10 112号室,35.5869086,139.7288396,03-6423-1498,admin,2025/4/17,unknown,available,unknown,,ビストロ・フレンチ,大森
ST00334,アロマ,東京都,大田区,大森北,東京都大田区大森北1丁目-4-10 B1F,35.5879433,139.728451,03-6388-1309,admin,2025/4/17,unknown,available,unknown,,カフェ・スイーツ,大森
ST00335,MIKADO-YA珈琲店 Oomori,東京都,大田区,大森北,東京都大田区大森北1丁目6−16 アトレ大森 1F,35.5880935,139.7282243,03-3764-3211,admin,2025/4/17,unknown,available,unknown,,カフェ・スイーツ,大森
ST00336,リフランド,東京都,大田区,大森北,東京都大田区大森北1丁目11−10,35.5869409,139.7289997,03-6271-6511,admin,2025/4/17,unknown,available,unknown,,洋食,大森
ST00337,マシャール,東京都,大田区,大森北,東京都大田区大森北1丁目10−14 ＬＵＺ大森 3F,35.5864891,139.7282409,03-6450-0177,admin,2025/4/17,unknown,available,unknown,,カレー,大森
ST00338,お好み焼き 鉄板dining 響,東京都,大田区,大森北,東京都大田区大森北1丁目8−11 紅屋ビル 2F,35.5865163,139.7276269,050-5600-0528,admin,2025/4/17,unknown,available,unknown,,お好み焼き・粉もの,大森
ST00339,酒彩たなか,東京都,大田区,大森北,東京都大田区大森北1丁目29−9 M'SD1 C,35.5855485,139.7284372,080-2374-1546,admin,2025/4/17,unknown,available,unknown,,居酒屋,大森
ST00340,活菜やちまき,東京都,大田区,大森北,東京都大田区大森北1丁目38−1,35.5863657,139.7267147,03-6673-4980,admin,2025/4/17,unknown,available,unknown,,居酒屋,大森
ST00341,スターバックス コーヒー アトレ大森店(5F),東京都,大田区,大森北,東京都大田区大森北1丁目6−16 アトレ大森 5F,35.5881848,139.7280559,03-6410-8650,admin,2025/4/17,unknown,available,unknown,,カフェ・スイーツ,大森
ST00342,da pai dang 105 大森東口店,東京都,大田区,大森北,東京都大田区大森北1丁目4−10 大森駅前共同ビル 1F,35.5879606,139.7284638,03-6404-6881,admin,2025/4/17,unknown,available,unknown,,中華,大森
ST00343,タリーズコーヒー アトレ大森店,東京都,大田区,大森北,東京都大田区大森北1丁目6−16 アトレ大森 1F,35.5885863,139.7285654,03-5767-5371,admin,2025/4/17,unknown,available,unknown,,カフェ・スイーツ,大森
ST00344,なか卯 大森北一丁目店,東京都,大田区,大森北,東京都大田区大森北1丁目30−1 三喜屋ビル,35.5862449,139.7276571,0120-295-770,admin,2025/4/17,unknown,available,unknown,,丼・定食,大森
